word           frequency      
never                  1
nice                   1
nitrate                1
no                     2
not                   14
note                   4
notepaper              1
nothing                1
notice                 1
now                    1
o'clock                1
observation            1
observe                2
observed               2
observer               1
observing              1
obviously              1
occupied               1
odessa                 1
of                    50
official               1
often                  1
old                    1
on                     4
one                    8
only                   1
open                   1
or                     5
order                  1
other                  2
our                    2
out                    4
over                   2
own                    5
p                      1
packet                 1
pair                   2
paper                  6
parallel               1
particularly           2
passions               1
peculiar               2
peculiarly             1
perfect                1
pink-tinted            1
pity                   1
placed                 1
point                  1
police                 1
position               1
post                   1
pounds                 1
powers                 1
practice               2
precise                1
precisely              1
predominates           1
prefers                1
press                  1
presumably             1
problems               1
process                2
processes              1
profession             1
promises               1
pronounce              1
pull                   1
put                    1
quarter                1
quarters               2
questionable           1
quite                  2
rather                 1
read                   1
readers                1
reasoner               1
reasoning              2
reasons                1
received               2
recent                 1
reigning               1
remained               1
remains                1
remarked               4
remove                 1
resolve                1
results                1
ridiculously           1
right                  2
rise                   1
room                   1
rooms                  1
round                  1
royal                  1
rubbed                 1
russian                1
safely                 1
said                   7
save                   1
saw                    2
scored                 1
scraped                1
secreted               1
see                    5
seen                   5
seldom                 2
sensitive              1
sentence               1
servant                1
services               1
seven                  2
seventeen              1
sex                    1
shared                 1
sharp                  2
she                    3
sheet                  1
sherlock               1
shoe                   1
should                 1
show                   1
showing                1
shown                  1
side                   1
signature              1
signs                  1
silver                 1
simple                 1
simplicity             1
since                  3
singular               2
six                    1
slavey                 1
small                  2
smelling               1
sneer                  1
so                     6
society                1
softer                 1
sole                   1
some                   2
someone                1
soul                   1
sound                  2
specimen               1
spirit                 1
spoke                  2
spoken                 1
stay                   1
steps                  2
stethoscope            1
stiff                  1
still                  1
stood                  1
street                 1
strikes                1
strong                 2
study                  1
successfully           1
successive             1
such                   3
sufficient             1
suit                   2
suits                  1
summons                1
t                      1
table                  1
take                   2
tell                   2
temperament            1
texture                1
than                   1
that                  22
the                   66
then                   4
theories               2
theorise               1
there                  7
there's                1
therefore              1
these                  2
they                   2
thick                  1
thing                  1
things                 1
think                  3
this                   8
those                  2
though                 1
thought                1
threw                  2
throw                  1
throwing               1
thursday               1
time                   2
times                  1
to                    40
to-night               1
together               1
too                    1
top-hat                1
tragedy                1
trained                1
trepoff                1
trifle                 1
trifling               1
trincomalee            1
true                   1
trusted                1
twist                  1
two                    1
uncourteous            1
undated                1
under                  2
until                  1
up                     5
upon                   7
us                     1
vague                  1
veil                   1
verbs                  1
very                   4
vile                   1
visitor                1
walk                   1
walks                  1
wanted                 1
was                   14
watson                 3
waved                  1
way                    1
we                     2
wear                   1
wearing                1
weather                1
wedlock                1
week                   2
well                   2
were                   3
wet                    1
what                   4
wheels                 1
when                   1
where                  3
which                 11
while                  1
whistled               1
who                    9
whole                  2
wife                   1
will                   1
window                 1
with                  10
without                2
woman                  3
word                   2
work                   1
world                  1
would                  4
woven                  1
writes                 1
writing                1
written                2
wrote                  2
yes                    1
yet                    4
you                   35
your                   8
yours                  1
yourself               1
Number of words: 1526
Vocabulary Size: 629
